latitude;longitude
-10.8689682104656;-51.6667936067098
-10.840921188948;-51.6956825065832
-10.8407550596269;-51.734378568457
-10.8486105792903;-51.7716906104772
-10.8551353880042;-51.7841685821081
-10.8602978021748;-51.7880245928485
-10.8775437356124;-51.7938915898006
-10.8994042420285;-51.7916185852954
-10.9178187804079;-51.7870105502014
-10.9350806394615;-51.7870554772024
-10.9569312552319;-51.7894434814193
-10.9730261857244;-51.7964785803991
-10.9845103989138;-51.8034895394977
-10.9971643905115;-51.8070225116894
-11.0144170294716;-51.8070676063286
-11.0293762120828;-51.8047795143976
-11.0558573264477;-51.7931975682171
-11.0731481868863;-51.7815856148231
-11.0893118489849;-51.7501605186846
-11.0962783839967;-51.7198636267146
-11.1055217791891;-51.7000736180228
-11.1274241951211;-51.6674805874947
-11.1412773017881;-51.6407015802907
-11.1482029331124;-51.6243976051328
-11.1689555195657;-51.5929565833783
-11.2035060597632;-51.5603635528502
-11.2368749192499;-51.5464324944835
-11.2713853939501;-51.5453265861775
-11.3139475248482;-51.5372234650941
-11.3484700694891;-51.5291134708501
-11.3714934811528;-51.5081325613541
-11.3968195692591;-51.4836734973131
-11.4083368071471;-51.46268454119
-11.4210201354059;-51.4288555152186
-11.4187330493033;-51.3985215752365
-11.4038042091817;-51.3600005275011
-11.3854094520938;-51.3319774782266
-11.3865832538156;-51.3004834828439
-11.4107357078381;-51.2724994932382
-11.4337271006317;-51.239829516839
-11.4429275804798;-51.2293315183781
-11.4481280484908;-51.206512625152
-11.4561736697183;-51.2100145843019
-11.4791680799971;-51.2193525273623
-11.4998685310126;-51.2322004761996
-11.5274575653403;-51.2438814964758
-11.5642591494567;-51.2590634700736
-11.5964478369752;-51.2660824757992
-11.6320985857845;-51.2730865617372
-11.6501741599992;-51.2847784784875
-11.6532179643211;-51.2858195108629
-11.6700347443157;-51.2942585786258
-11.6700367559725;-51.281272496024
-11.6723365825679;-51.2695995223749
-11.66544330539;-51.239234569351
-11.6654302296211;-51.2065355915667
-11.6665731859391;-51.1843414854039
-11.6849677753889;-51.1691585059778
-11.7263641511923;-51.1563035163418
-11.7711850373602;-51.1329346026288
-11.7780716090156;-51.1107255766783
-11.7700169353326;-51.0920404704642
-11.7516132934273;-51.0698545785665
-11.7308887025306;-51.0359874987546
-11.7250912753749;-50.9916075006941
-11.7308437755296;-50.9799115606303
-11.7354335380746;-50.9740675300928
-11.7446219479822;-50.9670565709942
-11.7595628580444;-50.965873549179
-11.77796733814;-50.9833835125668
-11.7963813736052;-51.0032275007151
-11.8136479265247;-51.0195695297134
-11.8308920159435;-51.0230555632473
-11.8538894437074;-51.0335616083353
-11.8757429093249;-51.0370484800595
-11.8895467304012;-51.0475535193191
-11.9090965137477;-51.0662454986939
-11.9194498405597;-51.0755914883812
-11.9321039997955;-51.0837635087088
-11.9574082949534;-51.0907595480197
-11.971202225384;-51.0907515013926
-11.9769500316729;-51.0919185975919
-11.983841297194;-51.0860675262558
-11.9826866062115;-51.0755465613802
-11.9792307475291;-51.067367500254
-11.9677183711449;-51.0486606010915
-11.9596419045137;-51.0311355502779
-11.9527395748804;-51.0182795548135
-11.9527264991114;-51.0054245651775
-11.9596092150913;-50.9972305842636
-11.9768457607973;-50.9890285567227
-11.9940828094175;-50.9855044693483
-12.0090347835919;-50.9878316209481
-12.0239877635947;-50.9971695640084
-12.0401014695503;-51.018196573972
-12.0562185282672;-51.0404055999225
-12.0792399282742;-51.0602645078584
-12.1585974406803;-51.0999675715807
-12.1551568370617;-51.1081615524946
-12.1505648952217;-51.117523467798
-12.1471263032598;-51.1292266162986
-12.1471351880772;-51.1409225563624
-12.1540417086621;-51.1537855926255
-12.163244200167;-51.1619715269123
-12.1804861102911;-51.1666415880899
-12.1978889529563;-51.1666335414629
-12.1722773772276;-51.1600725229271
-12.1603782598306;-51.1462854656571
-12.1677608725163;-51.1225055034121
-12.1928262834336;-51.1135135653151
-12.2162944388803;-51.1293106029685
-12.2487253634008;-51.136592465178
-12.2655731564371;-51.1219486097646
-12.2728178029965;-51.093448630199
-12.2762024155019;-51.0509144948575
-12.3092442131264;-51.0393105880906
-12.3378541632618;-51.0337336049886
-12.3897658042466;-51.0380554819079
-12.40782763214;-51.065811483747
-12.4225395486073;-51.0972065726721
-12.4251013934962;-51.1466556105017
-12.4153061337982;-51.2070886295387
-12.4249483399441;-51.2634084810457
-12.4300098360003;-51.3210416091434
-12.4689032078751;-51.395389593293
-12.5059549079825;-51.4450376175041
-12.5356469618188;-51.4783935688599
-12.5854046213236;-51.5300596200815
-12.619723150441;-51.5644795702274
-12.6579645778862;-51.6165045345432
-12.6948301997429;-51.660316574844
-12.7414228526056;-51.7239415902513
-12.7695981172419;-51.7444075156158
-12.8198494708442;-51.7725294713478
-12.8585001028028;-51.7974435050936
-12.8945335693114;-51.8543284645131
-12.9067299089953;-51.9248735791885
-12.9228126019091;-52.0130465068105
-12.9324869945632;-52.0765875355479
-12.9520587384961;-52.1221465321101
-12.9827795871292;-52.1532365197593
-13.0054972269648;-52.1869084688652
-13.0273275585295;-52.2312505807232
-13.0761583471802;-52.2500686239219
-13.1253679978549;-52.2842595804728
-13.1702311288149;-52.3292125654349
-13.2025120172684;-52.3780555916643
-13.2426732358186;-52.4196125647327
-13.264552685336;-52.4675595655118
-13.2756441225422;-52.5465435803121
-13.2979155098524;-52.6122474753468
-13.3140905713393;-52.6639095032549
-13.3221439039177;-52.7134095030558
-13.3305883360987;-52.7806544948099
-13.3272146200675;-52.8351665374382
-13.3129355450806;-52.8662716125132
-13.2849715044046;-52.9036066209482
-13.2929267687157;-52.9507446004321
-13.3083607023232;-52.9716836004122
-13.2990564545137;-53.0204086094448
-13.3484370960133;-53.066604630649
-13.3695668681099;-53.0850565523166
-13.4094980872368;-53.1208385617297
-13.4499002016846;-53.17911558763
-13.4909944936972;-53.2160834687055
-13.4839999631288;-53.2671505491256
-13.4699379794345;-53.3112675230641
-13.4646682769031;-53.3350635785633
-13.4231470107424;-53.3324165735381
-13.3862277447053;-53.3296694885888
-13.3704488119628;-53.3465804811752
-13.3872456430278;-53.3793565724688
-13.3968858375169;-53.4004514758481
-13.3976519434679;-53.4383085092133
-13.412016010953;-53.4652285000289
-13.4501784808702;-53.4727014696309
-13.4674021184454;-53.4699704779358
-13.49236040864;-53.5085144920859
-13.5166810036403;-53.5151065236634
-13.5486378477168;-53.5002216047144
-13.5788566203491;-53.5137935823488
-13.6163574228291;-53.5461735448979
-13.6320471721217;-53.5825726300234
-13.6094807418195;-53.6067316219304
-13.5854613924195;-53.6155205503322
-13.5462657691159;-53.6139645338253
-13.4988240294607;-53.6030995756431
-13.4597236245773;-53.6062774904159
-13.425041991414;-53.5998914860187
-13.3741214266616;-53.5879284985194
-13.326889402224;-53.5877224713392
-13.3087896881281;-53.604663471139
-13.3201141422429;-53.654121561424
-13.3621363109379;-53.6828465112711
-13.3688158495846;-53.7312315503106
-13.3855637303351;-53.7640306080189
-13.4137757077073;-53.7942384841771
-13.4156535892965;-53.8332636195699
-13.4356233059925;-53.8541756298218
-13.4647604778381;-53.872547588133
-13.4607406847095;-53.9045865748607
-13.4498712002995;-53.9403115873322
-13.4578658595557;-54.0005345558755
-13.4575158312788;-54.0455245888496
-13.4189473419714;-54.0793915010235
-13.4050923912856;-54.1435625136041
-13.4187753453181;-54.2024914839339
-13.415670688379;-54.2913165236236
-13.3802328399105;-54.3771555941232
-13.3520637778826;-54.4155125241943
-13.3313452219562;-54.4880444852002
-13.3099358295694;-54.517982631714
-13.32227097357;-54.569831576063
-13.3405007748033;-54.6310534998277
-13.3473762823464;-54.7042995989848
-13.3367649605545;-54.7648125813782
-13.2869384018055;-54.8223835157543
-13.2552333501007;-54.8595465275359
-13.2306341406385;-54.9107815812958
-13.2174888018762;-54.958286520501
-13.1987949784827;-55.0212404807395
-13.1703689273032;-55.0476765004652
-13.123501348016;-55.0731925224976
-13.0801372366213;-55.1021915605788
-13.0368309603587;-55.1359096101521
-13.0038713053854;-55.1682895727012
-12.9617101647355;-55.2019695684341
-12.9229046352061;-55.2285075121026
-12.8657393849441;-55.2600176007394
-12.8143918460435;-55.2961534941049
-12.742721879961;-55.3644296275886
-12.7030085903168;-55.4109956259992
-12.6608952265152;-55.4505005415303
-12.6115935425435;-55.4676745582386
-12.5518578978513;-55.4790804844523
-12.5310902239723;-55.4758185830095
-12.4770666786614;-55.4836125795034
-12.4681775026975;-55.5096665520821
-12.468568434662;-55.5414964941444
-12.4758940504061;-55.5755955850364
-12.4612518713733;-55.6029014786746
-12.4327388160387;-55.625663542597
-12.4017400234961;-55.6331324888856
-12.369346985178;-55.6205826005254
-12.3313975832397;-55.6246035671205
-12.3073353184954;-55.6343384771156
-12.318298512583;-55.6848676069893
-12.3351855329263;-55.7506445922199
-12.3322166628188;-55.7931064755559
-12.3016948005673;-55.8429645502608
-12.298478831954;-55.8642115013639
-12.3068753196487;-55.8947486186792
-12.265799132547;-55.9282185639183
-12.2207231012462;-55.9122545587535
-12.1779480700072;-55.8962706046592
-12.1342721518141;-55.9026755521577
-12.1057649638118;-55.9277416336272
-12.1013433422445;-55.94427460238
-12.0987194712721;-56.020835576608
-12.0934499363788;-56.0304105598904
-12.0589584047797;-56.0561595988313
-12.042852242537;-56.0889246260127
-12.0485849614001;-56.1310505626691
-12.0658067549566;-56.1685025824725
-12.0979805226874;-56.1907464771402
-12.1290143515853;-56.1919325164406
-12.1669429664037;-56.1989706329055
-12.202572592817;-56.2060166283594
-12.2267188442312;-56.1990014783092
-12.2393699859818;-56.1931535920964
-12.241650701838;-56.2118915043006
-12.2312774260964;-56.2423285416918
-12.1967538756272;-56.2797735206966
-12.1564945888097;-56.3043256238629
-12.1162274230032;-56.3347205841001
-12.0564144971636;-56.3685985603862
-11.9908710317558;-56.3895915398228
-11.9713011318416;-56.4106255905851
-11.9735330650212;-56.4550815286884
-11.924103473207;-56.4608645389706
-11.8780856512645;-56.4888725008194
-11.8527914143904;-56.4946865241434
-11.8182666904547;-56.5227015267909
-11.7573260633609;-56.5389785122205
-11.7158778873959;-56.5809934724788
-11.7410809291634;-56.621944601585
-11.7651502347064;-56.6523786214912
-11.7857569760443;-56.6886554984683
-11.8121391839517;-56.7085834732864
-11.8696051768999;-56.7051965138482
-11.9052477114441;-56.6970865196042
-11.9684804537824;-56.6831856360889
-11.9972603889143;-56.6621894715291
-12.0181479240089;-56.5698016200724
-12.0308743352501;-56.5265315536314
-12.0148602063043;-56.4843865062357
-12.0401965203324;-56.4539985867971
-12.0689746114457;-56.4259525711079
-12.0977327536293;-56.4096035013109
-12.1172711375875;-56.4108006047235
-12.1943001572894;-56.3956794837429
-12.2564097246011;-56.3664776036047
-12.2552937580113;-56.3442265005003
-12.2553277885382;-56.3184665650853
-12.3024607388802;-56.3126565650747
-12.3507483802047;-56.3045044936768
-12.4162489302682;-56.3162916288473
-12.4541453585784;-56.3397715189584
-12.4793966801083;-56.3620715723774
-12.516151996119;-56.3761865296999
-12.5505779812352;-56.4078905755764
-12.5896000991429;-56.4360924946648
-12.6148554439863;-56.4513775656717
-12.6608794685371;-56.4244845645844
-12.6873656120439;-56.398723623341
-12.7149427440691;-56.4011154832334
-12.7723857706026;-56.4129445279197
-12.8103103621075;-56.4141845466767
-12.8597200049921;-56.4189686017375
-12.8965153865001;-56.4096455784649
-12.9081077262406;-56.3603556291577
-12.8690983488257;-56.3227306068726
-12.8920977882464;-56.3157235034495
-12.9311990313201;-56.3028644905
-12.9530347273028;-56.3028944977134
-12.9875314556818;-56.2958986260405
-13.0082900771055;-56.2512965075456
-13.0336310849994;-56.2149165331594
-13.0566125871472;-56.2208175606385
-13.093394054696;-56.2208594701544
-13.1152108075775;-56.2349854915891
-13.1531473013848;-56.2326854973556
-13.1703729506168;-56.2409326195357
-13.1818492848172;-56.2527004763288
-13.1887038376024;-56.2762185879185
-13.186320024337;-56.3232264802649
-13.2253272224571;-56.357383573927
-13.26084000514;-56.4091795446479
-13.2711262767265;-56.4338915745269
-13.3181432215284;-56.4739765177583
-13.3583175158476;-56.4917144689127
-13.3984477213561;-56.5247535843282
-13.4316784470784;-56.5566064928052
-13.4441756970865;-56.6025316108984
-13.409567154119;-56.6436005895635
-13.3887973009452;-56.669414504435
-13.3759924350902;-56.7164225644195
-13.3700605622074;-56.7669795222119
-13.3435105485983;-56.7986376352589
-13.303157049189;-56.8349374786507
-13.2766318460133;-56.8595276356575
-13.2867944007089;-56.9018974856965
-13.3280915347785;-56.9161795781685
-13.3763313992549;-56.9187395790388
-13.4360041796732;-56.9331135371696
-13.4473713814942;-56.959045469238
-13.423038213639;-57.0036425585909
-13.3930420643552;-57.0305595319213
-13.3435915177831;-57.0420874986454
-13.2964694639152;-57.0477446127418
-13.3043821481583;-57.0736505609103
-13.3110296679348;-57.1218984720137
-13.3084787195201;-57.1700976004406
-13.3003204455137;-57.1923946363745
-13.2703442451594;-57.2134015297704
-13.238047598728;-57.2379145732679
-13.1827451426294;-57.2693485542238
-13.1170385653856;-57.312461543799
-13.0801290223562;-57.3404545858601
-13.0430295454007;-57.4001505003312
-13.0289295078658;-57.4529226274968
-13.0320401997752;-57.5057985226239
-12.9927230388755;-57.5490075688096
-12.9569542728694;-57.5757865760137
-12.9167241550749;-57.5825695473457
-12.8860130294495;-57.5377615693087
-12.8852482646031;-57.4767114745593
-12.8867060452047;-57.4250675515622
-12.8673324494631;-57.400302548055
-12.817960860419;-57.3988496289572
-12.8040638325792;-57.4187206068337
-12.7981430238086;-57.4491955304274
-12.7921985780711;-57.4831965530522
-12.7767834199267;-57.5617215748341
-12.7455226090906;-57.602592572946
-12.7121058051177;-57.6211475920227
-12.6720666270778;-57.5986064750681
-12.6447412874243;-57.562076632253
-12.6173441986795;-57.5361135195048
-12.588739277686;-57.5195235538103
-12.5577171834526;-57.522861562934
-12.5162961648538;-57.536685500578
-12.4612679646274;-57.5223004783349
-12.4335996374957;-57.5408895279386
-12.4506814532689;-57.5644306059429
-12.4873599910466;-57.5751954842012
-12.5032659934413;-57.6022495854677
-12.5285114476389;-57.6047515835679
-12.5443441921998;-57.6423605125989
-12.5257963815598;-57.6703795385598
-12.4786726513113;-57.6782835056236
-12.4407292843433;-57.6874196124553
-12.3946053475065;-57.7187615601142
-12.3553909487399;-57.746627532523
-12.2794172106488;-57.7777595973263
-12.2001596105287;-57.7854426174221
-12.170245603896;-57.7957835390173
-12.1390039037992;-57.8330426074094
-12.1421796392772;-57.872859497377
-12.1773702216017;-57.9292945162336
-12.2046561663103;-57.9657826171709
-12.2169616383736;-58.0091934995854
-12.2293137138187;-58.0455815205987
-12.2693810550533;-58.0587655837537
-12.3150186738674;-58.0930826041285
-12.311355111624;-58.1211665060201
-12.2791253527799;-58.1337965253747
-12.2193472956577;-58.147376549636
-12.1941239696844;-58.1448405210089
-12.1354690875887;-58.1619416151595
-12.0974487747495;-58.1815415222871
-12.0551236840734;-58.1648295160822
-12.0140781747373;-58.1305845800748
-11.9786577606275;-58.1104316349752
-11.9269253247327;-58.1229174855951
-11.9277821228761;-58.161521514172
-11.9319640220123;-58.2141875264433
-11.9452139669263;-58.279796538334
-11.9390985303638;-58.326534533398
-11.8837962419033;-58.3553235209854
-11.8264682150815;-58.3513484872198
-11.7759937352164;-58.3509444794863
-11.7311626231266;-58.3622746332952
-11.7100472679036;-58.4193724930557
-11.7143359524863;-58.4556384735586
-11.720699493383;-58.5164676213401
-11.7235203390803;-58.5877915824592
-11.7219993589287;-58.629852475547
-11.7091312935237;-58.657787514838
-11.658341654099;-58.6947245505099
-11.603006508578;-58.7269365397192
-11.5498570281311;-58.7708396074886
-11.5502082298744;-58.7871895154759
-11.551449925012;-58.8456115483012
-11.58328975772;-58.8727834991264
-11.617280554423;-58.9140015080301
-11.6350972954673;-58.9667585477699
-11.657235745793;-59.0441055768785
-11.6911764187149;-59.0865285681838
-11.7158658174553;-59.1358795377461
-11.7140487884832;-59.1978035297214
-11.7010598560344;-59.2327235442112
-11.6280937124435;-59.3031925512056
-11.5892863388954;-59.2899095815931
-11.548224233391;-59.2730974954642
-11.49543785699;-59.2806965288902
-11.5189422222584;-59.3311765408113
-11.5330861809659;-59.3979115775757
-11.5463475252682;-59.440113621913
-11.5501939806391;-59.5032385729764
-11.5235400314305;-59.5297885865854
-11.4922240676714;-59.5632855215528
-11.483454585285;-59.6262435051047
-11.4876943195532;-59.6543235513209
-11.5075850787212;-59.7129665311141
-11.5125498476147;-59.7737614807306
-11.5703157450588;-59.8223956299327
-11.573220409788;-59.8633196016726
-11.5690698589697;-59.9181706084658
-11.5740916248048;-59.9708096310088
-11.6205964353222;-60.0018194876636
-11.6437296499177;-60.0675735064794
-11.6798172635209;-60.1054804959876
-11.7449897458939;-60.1087496058672
-11.8037636510148;-60.0791935065004
-11.8428281813526;-60.0680615008828
-11.8773807332068;-60.0521855057014
-11.9191159055369;-60.0141905062098
-11.9515996360474;-59.9830705113472
-12.0057380134319;-59.9581035039733
-12.0720913383253;-59.9602246283929
-12.093547837008;-59.9804345704341
-12.0814338076134;-60.0270765088876
-12.0923490572147;-60.0635185093575
-12.0610500249001;-60.0911445916972
-12.0275153713685;-60.1152195969343
-12.0394786941438;-60.1575245710427
-12.0680556195807;-60.1591305436926
-12.1137054759734;-60.1668435710019
-12.1409986291187;-60.1777995566527
-12.116074369451;-60.2371135916148
-12.0917210850283;-60.2589756067734
-12.1060829732186;-60.2919765007104
-12.1067910763995;-60.3200795133413
-12.0933020796066;-60.3783915755968
-12.1337559942161;-60.423526615496
-12.1861024883381;-60.4396015970589
-12.2161723983699;-60.4892806343118
-12.2305896071212;-60.5164566084506
-12.2637581391219;-60.5158425502234
-12.2801442569309;-60.5618015312056
-12.2764035811783;-60.5804785907927
-12.3241891465021;-60.5941885345534
-12.3758756495674;-60.5798496127778
-12.4116683878167;-60.6261785709664
-12.4521204584074;-60.6667446354405
-12.4510544479606;-60.6818194883156
-12.4207845457188;-60.6764865862342
-12.3957402571975;-60.6970215784809
-12.3923675469946;-60.7319565127584
-12.3898497909165;-60.7806855451045
-12.3781664237074;-60.8053585153148
-12.3541081822767;-60.8346634928621
