lat,lon,satelite,data
 -13.438200, -61.682600,GOES-16,2023-11-11 16:00:00
 -13.438400, -61.663100,GOES-16,2023-11-11 16:00:00
 -13.438600, -61.643700,GOES-16,2023-11-11 16:00:00
 -13.439500, -61.546400,GOES-16,2023-11-11 16:00:00
 -13.439700, -61.527000,GOES-16,2023-11-11 16:00:00
 -13.456900, -61.720200,GOES-16,2023-11-11 16:00:00
 -13.457100, -61.700700,GOES-16,2023-11-11 16:00:00
 -13.457300, -61.681300,GOES-16,2023-11-11 16:00:00
 -13.457800, -61.623000,GOES-16,2023-11-11 16:00:00
 -13.458000, -61.603500,GOES-16,2023-11-11 16:00:00
 -13.458200, -61.584000,GOES-16,2023-11-11 16:00:00
 -13.458400, -61.564600,GOES-16,2023-11-11 16:00:00
 -13.458600, -61.545100,GOES-16,2023-11-11 16:00:00
 -13.476500, -61.660500,GOES-16,2023-11-11 16:00:00
 -13.476700, -61.641100,GOES-16,2023-11-11 16:00:00
 -13.476900, -61.621700,GOES-16,2023-11-11 16:00:00
 -13.477000, -61.602200,GOES-16,2023-11-11 16:00:00
 -13.477200, -61.582700,GOES-16,2023-11-11 16:00:00
 -13.477400, -61.563300,GOES-16,2023-11-11 16:00:00
 -13.477600, -61.543800,GOES-16,2023-11-11 16:00:00
 -13.496600, -61.542500,GOES-16,2023-11-11 16:00:00
 -13.496800, -61.523100,GOES-16,2023-11-11 16:00:00
 -13.534900, -61.520400,GOES-16,2023-11-11 16:00:00
 -13.561000, -60.816500,GOES-16,2023-11-11 16:00:00
 -13.703200, -58.318200,GOES-16,2023-11-11 16:00:00
 -13.852000, -57.122000,GOES-16,2023-11-11 16:00:00
 -13.907100, -57.298100,GOES-16,2023-11-11 16:00:00
 -13.915100, -58.179600,GOES-16,2023-11-11 16:00:00
 -13.953600, -58.156200,GOES-16,2023-11-11 16:00:00
 -14.050900, -53.928900,GOES-16,2023-11-11 16:00:00
 -14.051200, -53.908100,GOES-16,2023-11-11 16:00:00
 -14.178400, -60.180400,GOES-16,2023-11-11 16:00:00
 -14.388900, -60.183100,GOES-16,2023-11-11 16:00:00
 -14.471000, -58.148500,GOES-16,2023-11-11 16:00:00
 -14.596800, -57.351800,GOES-16,2023-11-11 16:00:00
 -15.091000, -51.748700,GOES-16,2023-11-11 16:00:00
 -15.044100, -59.969900,GOES-16,2023-11-11 16:00:00
 -15.219000, -59.835600,GOES-16,2023-11-11 16:00:00
 -15.238300, -59.833900,GOES-16,2023-11-11 16:00:00
 -15.258600, -59.752600,GOES-16,2023-11-11 16:00:00
 -15.259600, -59.673000,GOES-16,2023-11-11 16:00:00
 -15.277700, -59.770800,GOES-16,2023-11-11 16:00:00
 -15.277900, -59.750900,GOES-16,2023-11-11 16:00:00
 -15.278100, -59.731000,GOES-16,2023-11-11 16:00:00
 -15.296700, -59.789000,GOES-16,2023-11-11 16:00:00
 -15.297000, -59.769100,GOES-16,2023-11-11 16:00:00
 -15.297200, -59.749200,GOES-16,2023-11-11 16:00:00
 -15.667300, -59.496200,GOES-16,2023-11-11 16:00:00
 -15.686700, -59.494400,GOES-16,2023-11-11 16:00:00
 -15.687200, -59.454400,GOES-16,2023-11-11 16:00:00
 -15.880200, -59.496200,GOES-16,2023-11-11 16:00:00
 -15.919000, -59.492500,GOES-16,2023-11-11 16:00:00
 -15.957600, -59.508900,GOES-16,2023-11-11 16:00:00
 -16.214700, -57.770700,GOES-16,2023-11-11 16:00:00
 -16.210100, -59.484600,GOES-16,2023-11-11 16:00:00
 -16.210400, -59.464600,GOES-16,2023-11-11 16:00:00
 -16.253700, -57.766400,GOES-16,2023-11-11 16:00:00
 -16.272800, -57.784700,GOES-16,2023-11-11 16:00:00
 -16.300100, -56.021800,GOES-16,2023-11-11 16:00:00
 -16.357700, -56.076700,GOES-16,2023-11-11 16:00:00
 -16.379600, -55.929600,GOES-16,2023-11-11 16:00:00
 -16.428200, -57.808400,GOES-16,2023-11-11 16:00:00
 -16.447700, -57.806200,GOES-16,2023-11-11 16:00:00
 -16.448000, -57.785900,GOES-16,2023-11-11 16:00:00
 -16.473300, -56.165800,GOES-16,2023-11-11 16:00:00
 -16.474300, -56.103800,GOES-16,2023-11-11 16:00:00
 -16.466900, -57.824400,GOES-16,2023-11-11 16:00:00
 -16.467200, -57.804100,GOES-16,2023-11-11 16:00:00
 -16.492500, -56.184100,GOES-16,2023-11-11 16:00:00
 -16.486500, -57.822300,GOES-16,2023-11-11 16:00:00
 -16.511400, -56.223100,GOES-16,2023-11-11 16:00:00
 -16.511700, -56.202400,GOES-16,2023-11-11 16:00:00
 -16.512100, -56.181700,GOES-16,2023-11-11 16:00:00
 -16.513400, -56.099100,GOES-16,2023-11-11 16:00:00
 -16.505700, -57.840500,GOES-16,2023-11-11 16:00:00
 -16.531000, -56.220700,GOES-16,2023-11-11 16:00:00
 -16.531300, -56.200000,GOES-16,2023-11-11 16:00:00
 -16.531600, -56.179400,GOES-16,2023-11-11 16:00:00
 -16.525200, -57.838400,GOES-16,2023-11-11 16:00:00
 -16.525500, -57.818000,GOES-16,2023-11-11 16:00:00
 -16.572300, -57.303300,GOES-16,2023-11-11 16:00:00
 -16.590700, -56.151500,GOES-16,2023-11-11 16:00:00
 -16.907600, -57.100800,GOES-16,2023-11-11 16:00:00
 -17.004700, -57.150800,GOES-16,2023-11-11 16:00:00
 -17.022300, -57.271700,GOES-16,2023-11-11 16:00:00
 -17.022600, -57.251200,GOES-16,2023-11-11 16:00:00
 -17.092600, -56.564500,GOES-16,2023-11-11 16:00:00
 -17.092900, -56.543800,GOES-16,2023-11-11 16:00:00
 -17.093200, -56.523100,GOES-16,2023-11-11 16:00:00
 -17.170500, -56.596100,GOES-16,2023-11-11 16:00:00
 -17.171500, -56.534100,GOES-16,2023-11-11 16:00:00
 -17.191500, -56.511000,GOES-16,2023-11-11 16:00:00
 -17.210800, -56.529200,GOES-16,2023-11-11 16:00:00
 -17.231500, -56.464700,GOES-16,2023-11-11 16:00:00
 -17.289500, -56.519400,GOES-16,2023-11-11 16:00:00
 -17.289800, -56.498700,GOES-16,2023-11-11 16:00:00
 -17.291600, -56.395200,GOES-16,2023-11-11 16:00:00
 -17.302600, -56.909600,GOES-16,2023-11-11 16:00:00
 -17.309200, -56.517000,GOES-16,2023-11-11 16:00:00
 -17.319900, -57.051500,GOES-16,2023-11-11 16:00:00
 -17.320300, -57.030900,GOES-16,2023-11-11 16:00:00
 -17.320600, -57.010300,GOES-16,2023-11-11 16:00:00
 -17.322300, -56.907200,GOES-16,2023-11-11 16:00:00
 -17.322600, -56.886600,GOES-16,2023-11-11 16:00:00
 -17.323300, -56.845300,GOES-16,2023-11-11 16:00:00
 -17.340000, -57.028500,GOES-16,2023-11-11 16:00:00
 -17.341000, -56.966700,GOES-16,2023-11-11 16:00:00
 -17.342700, -56.863500,GOES-16,2023-11-11 16:00:00
 -17.360300, -56.984900,GOES-16,2023-11-11 16:00:00
 -17.380000, -56.982500,GOES-16,2023-11-11 16:00:00
 -17.399700, -56.980100,GOES-16,2023-11-11 16:00:00
 -17.556900, -56.981400,GOES-16,2023-11-11 16:00:00
